4.9002055, 1, 0
4.9002875, 1, 1
4.900314, 1, 0
4.900396, 1, 1
4.9003985, 0, 1
4.900423, 0, 0
4.900532, 0, 1
4.9005585, 0, 0
4.9006675, 0, 1
4.900694, 0, 0
4.9008035, 0, 1
4.9008295, 0, 0
4.900939, 0, 1
4.900965, 0, 0
4.9010745, 0, 1
4.901101, 0, 0
4.90121, 0, 1
4.9012365, 0, 0
4.9013455, 0, 1
4.901372, 0, 0
4.9018385, 1, 0
4.905412, 1, 1
4.905438, 1, 0
4.90552, 1, 1
4.9055465, 1, 0
4.9056285, 1, 1
4.905629, 0, 1
4.905656, 0, 0
4.905765, 0, 1
4.9057675, 1, 1
4.9057905, 1, 0
4.9058725, 1, 1
4.9058735, 0, 1
4.9058995, 0, 0
4.906009, 0, 1
4.906035, 0, 0
4.9061445, 0, 1
4.9061705, 0, 0
4.9062795, 0, 1
4.906282, 1, 1
4.906305, 1, 0
4.906387, 1, 1
4.9064135, 1, 0
4.9064955, 1, 1
4.906522, 1, 0
4.906604, 1, 1
4.906607, 0, 1
4.906631, 0, 0
4.90674, 0, 1
4.9067425, 1, 1
4.9067655, 1, 0
4.9068475, 1, 1
4.906874, 1, 0
4.906956, 1, 1
4.9069575, 0, 1
4.906983, 0, 0
4.9070925, 0, 1
4.9071185, 0, 0
4.907228, 0, 1
4.907254, 0, 0
4.9073635, 0, 1
4.9073895, 0, 0
4.907499, 0, 1
4.907525, 0, 0
4.9076345, 0, 1
4.9076605, 0, 0
4.90777, 0, 1
4.907796, 0, 0
4.9079055, 0, 1
4.9079315, 0, 0
4.908426, 1, 0
4.911916, 1, 1
4.9119425, 1, 0
4.9120245, 1, 1
4.912051, 1, 0
4.912133, 1, 1
4.9121335, 0, 1
4.91216, 0, 0
4.912269, 0, 1
4.912272, 1, 1
4.9122945, 1, 0
4.9123765, 1, 1
4.912378, 0, 1
4.912404, 0, 0
4.912513, 0, 1
4.9125395, 0, 0
4.9126485, 0, 1
4.912675, 0, 0
4.912784, 0, 1
4.9128105, 0, 0
4.9129195, 0, 1
4.9129215, 1, 1
4.912945, 1, 0
4.913027, 1, 1
4.9130535, 1, 0
4.9131355, 1, 1
4.9131375, 0, 1
4.913163, 0, 0
4.913272, 0, 1
4.9132725, 1, 1
4.9132975, 1, 0
4.9133795, 1, 1
4.913406, 1, 0
4.913488, 1, 1
4.913491, 0, 1
4.913515, 0, 0
4.9136245, 0, 1
4.9136505, 0, 0
4.91376, 0, 1
4.9137865, 0, 0
4.9138955, 0, 1
4.913922, 0, 0
4.914031, 0, 1
4.9140575, 0, 0
4.9141665, 0, 1
4.914193, 0, 0
4.914302, 0, 1
4.9143285, 0, 0
4.9144375, 0, 1
4.914464, 0, 0
4.9150145, 1, 0
4.918423, 0, 1
4.91845, 0, 0
4.918559, 0, 1
4.9185615, 1, 1
4.9185845, 1, 0
4.9186665, 1, 1
4.918693, 1, 0
4.918775, 1, 1
4.918777, 0, 1
4.9188025, 0, 0
4.9189115, 0, 1
4.918938, 0, 0
4.919047, 0, 1
4.9190475, 1, 1
4.9190725, 1, 0
4.9191545, 1, 1
4.919157, 0, 1
4.919182, 0, 0
4.919291, 0, 1
4.919292, 1, 1
4.9193165, 1, 0
4.9193985, 1, 1
4.9194015, 0, 1
4.919426, 0, 0
4.919535, 0, 1
4.9195365, 1, 1
4.9195605, 1, 0
4.9196425, 1, 1
4.919646, 0, 1
4.91967, 0, 0
4.919779, 0, 1
4.919781, 1, 1
4.9198045, 1, 0
4.9198865, 1, 1
4.919913, 1, 0
4.919995, 1, 1
4.9199965, 0, 1
4.920022, 0, 0
4.9201315, 0, 1
4.9201575, 0, 0
4.920267, 0, 1
4.920293, 0, 0
4.9204025, 0, 1
4.920429, 0, 0
4.920538, 0, 1
4.9205645, 0, 0
4.9206735, 0, 1
4.9207, 0, 0
4.920809, 0, 1
4.9208355, 0, 0
4.9209445, 0, 1
4.920971, 0, 0
4.924929, 0, 1
4.924931, 1, 1
4.9249545, 1, 0
4.9250365, 1, 1
4.925063, 1, 0
4.925145, 1, 1
4.9251465, 0, 1
4.925172, 0, 0
4.925281, 0, 1
4.9253075, 0, 0
4.9254165, 0, 1
4.925443, 0, 0
4.925552, 0, 1
4.9255785, 0, 0
4.9256875, 0, 1
4.9256905, 1, 1
4.925713, 1, 0
4.925795, 1, 1
4.9257965, 0, 1
4.9258225, 0, 0
4.9259315, 0, 1
4.925958, 0, 0
4.926067, 0, 1
4.92607, 1, 1
4.9260925, 1, 0
4.9261745, 1, 1
4.926176, 0, 1
4.926202, 0, 0
4.926311, 0, 1
4.9263115, 1, 1
4.9263365, 1, 0
4.9264185, 1, 1
4.926445, 1, 0
4.926527, 1, 1
4.92653, 0, 1
4.926554, 0, 0
4.926663, 0, 1
4.9266895, 0, 0
4.9267985, 0, 1
4.926825, 0, 0
4.926934, 0, 1
4.9269605, 0, 0
4.9270695, 0, 1
4.927096, 0, 0
4.927205, 0, 1
4.9272315, 0, 0
4.9273405, 0, 1
4.927367, 0, 0
4.927476, 0, 1
4.9275025, 0, 0
4.9277805, 1, 0
4.931433, 1, 1
4.931435, 0, 1
4.93146, 0, 0
4.931569, 0, 1
4.93157, 1, 1
4.931595, 1, 0
4.931677, 1, 1
4.931703, 1, 0
4.931785, 1, 1
4.9318115, 1, 0
4.9318935, 1, 1
4.93192, 1, 0
4.932002, 1, 1
4.932004, 0, 1
4.9320295, 0, 0
4.9321385, 0, 1
4.9321395, 1, 1
4.932164, 1, 0
4.932246, 1, 1
4.9322725, 1, 0
4.9323545, 1, 1
4.932381, 1, 0
4.932463, 1, 1
4.932464, 0, 1
4.93249, 0, 0
4.932599, 0, 1
4.9326255, 0, 0
4.9327345, 0, 1
4.9327375, 1, 1
4.93276, 1, 0
4.9328425, 1, 1
4.9328685, 1, 0
4.9329505, 1, 1
4.932953, 0, 1
4.932978, 0, 0
4.933087, 0, 1
4.9331135, 0, 0
4.9332225, 0, 1
4.933249, 0, 0
4.933358, 0, 1
4.9333845, 0, 0
4.933494, 0, 1
4.93352, 0, 0
4.9336295, 0, 1
4.9336555, 0, 0
4.933765, 0, 1
4.9337915, 0, 0
4.9339005, 0, 1
4.933927, 0, 0
4.937941, 0, 1
4.937967, 0, 0
4.9380765, 0, 1
4.9381025, 0, 0
4.938212, 0, 1
4.9382135, 1, 1
4.9382375, 1, 0
4.9383195, 1, 1
4.9383225, 0, 1
4.9383465, 0, 0
4.9384555, 0, 1
4.938458, 1, 1
4.938481, 1, 0
4.938563, 1, 1
4.9385895, 1, 0
4.9386715, 1, 1
4.938698, 1, 0
4.93878, 1, 1
4.9387825, 0, 1
4.938807, 0, 0
4.938916, 0, 1
4.938918, 1, 1
4.9389415, 1, 0
4.9390235, 1, 1
4.939024, 0, 1
4.939051, 0, 0
4.93916, 0, 1
4.9391865, 0, 0
4.9392955, 0, 1
4.9392975, 1, 1
4.939321, 1, 0
4.939403, 1, 1
4.9394295, 1, 0
4.9395115, 1, 1
4.939513, 0, 1
4.9395385, 0, 0
4.939648, 0, 1
4.939674, 0, 0
4.939783, 0, 1
4.9398095, 0, 0
4.9399185, 0, 1
4.939945, 0, 0
4.940054, 0, 1
4.9400805, 0, 0
4.9401895, 0, 1
4.940216, 0, 0
4.940325, 0, 1
4.9403515, 0, 0
4.9404605, 0, 1
4.940487, 0, 0
4.944445, 0, 1
4.9444715, 0, 0
4.9445805, 0, 1
4.944607, 0, 0
4.944716, 0, 1
4.9447175, 1, 1
4.9447415, 1, 0
4.9448235, 1, 1
4.94485, 1, 0
4.944932, 1, 1
4.944933, 0, 1
4.944959, 0, 0
4.945068, 0, 1
4.9450945, 0, 0
4.9452035, 0, 1
4.94523, 0, 0
4.945339, 0, 1
4.9453655, 0, 0
4.9454745, 0, 1
4.945477, 1, 1
4.9455, 1, 0
4.945582, 1, 1
4.945583, 0, 1
4.9456095, 0, 0
4.9457185, 0, 1
4.945745, 0, 0
4.945854, 0, 1
4.945856, 1, 1
4.9458795, 1, 0
4.9459615, 1, 1
4.9459875, 1, 0
4.9460695, 1, 1
4.9460715, 0, 1
4.946097, 0, 0
4.946206, 0, 1
4.9462325, 0, 0
4.9463415, 0, 1
4.946368, 0, 0
4.946477, 0, 1
4.9465035, 0, 0
4.9466125, 0, 1
4.946639, 0, 0
4.946748, 0, 1
4.9467745, 0, 0
4.9468835, 0, 1
4.94691, 0, 0
4.947019, 0, 1
4.9470455, 0, 0
4.9509505, 0, 1
4.950977, 0, 0
4.9510865, 0, 1
4.9511125, 0, 0
4.951222, 0, 1
4.9512225, 1, 1
4.9512475, 1, 0
4.9513295, 1, 1
4.951356, 1, 0
4.951438, 0, 1
4.951465, 0, 0
4.9515745, 0, 1
4.9516005, 0, 0
4.95171, 0, 1
4.9517365, 0, 0
4.9518455, 0, 1
4.951847, 1, 1
4.951871, 1, 0
4.951953, 1, 1
4.951956, 0, 1
4.95198, 0, 0
4.9520895, 0, 1
4.952116, 0, 0
4.952225, 0, 1
4.9522515, 0, 0
4.9523605, 0, 1
4.952361, 1, 1
4.952386, 1, 0
4.952468, 1, 1
4.9524945, 1, 0
4.9525765, 1, 1
4.952577, 0, 1
4.952604, 0, 0
4.952713, 0, 1
4.9527395, 0, 0
4.9528485, 0, 1
4.952875, 0, 0
4.952984, 0, 1
4.9530105, 0, 0
4.9531195, 0, 1
4.953146, 0, 0
4.9532555, 0, 1
4.9532815, 0, 0
4.953391, 0, 1
4.953417, 0, 0
4.9535265, 0, 1
4.953553, 0, 0
4.960927, 0, 1
4.9609295, 1, 1
4.9609525, 1, 0
4.9610345, 1, 1
4.9610355, 0, 1
4.961062, 0, 0
4.961171, 0, 1
4.961174, 1, 1
4.9611965, 1, 0
4.9612785, 1, 1
4.96128, 0, 1
4.9613055, 0, 0
4.961415, 0, 1
4.9614155, 1, 1
4.9614405, 1, 0
4.9615225, 1, 1
4.961549, 1, 0
4.961631, 1, 1
4.9616575, 1, 0
4.9617395, 1, 1
4.9617655, 1, 0
4.9618475, 1, 1
4.961874, 1, 0
4.961956, 1, 1
4.9619825, 1, 0
4.9620645, 1, 1
4.962091, 1, 0
4.962173, 1, 1
4.9621755, 0, 1
4.9622, 0, 0
4.9623095, 0, 1
4.9623105, 1, 1
4.962335, 1, 0
4.962417, 1, 1
4.96242, 0, 1
4.962444, 0, 0
4.962553, 0, 1
4.9625795, 0, 0
4.9626885, 0, 1
4.962715, 0, 0
4.9628245, 0, 1
4.9628505, 0, 0
4.96296, 0, 1
4.962986, 0, 0
4.9630955, 0, 1
4.9631215, 0, 0
4.963231, 0, 1
4.963257, 0, 0
4.9633665, 0, 1
4.963393, 0, 0
4.9636125, 1, 0
4.967433, 1, 1
4.9674355, 0, 1
4.96746, 0, 0
4.9675695, 0, 1
4.967596, 0, 0
4.967705, 0, 1
4.9677315, 0, 0
4.9678405, 0, 1
4.967867, 0, 0
4.967976, 0, 1
4.9679795, 1, 1
4.9680015, 1, 0
4.9680835, 1, 1
4.9680855, 0, 1
4.968111, 0, 0
4.96822, 0, 1
4.9682465, 0, 0
4.968356, 1, 1
4.9683815, 1, 0
4.9684635, 1, 1
4.96849, 1, 0
4.968572, 1, 1
4.968598, 1, 0
4.96868, 1, 1
4.9687065, 1, 0
4.9687885, 1, 1
4.968791, 0, 1
4.968816, 0, 0
4.968925, 0, 1
4.9689265, 1, 1
4.9689505, 1, 0
4.9690325, 1, 1
4.9690355, 0, 1
4.96906, 0, 0
4.969169, 0, 1
4.9691955, 0, 0
4.9693045, 0, 1
4.969331, 0, 0
4.96944, 0, 1
4.9694665, 0, 0
4.969576, 0, 1
4.969602, 0, 0
4.9697115, 0, 1
4.9697375, 0, 0
4.969847, 0, 1
4.9698735, 0, 0
4.9699825, 0, 1
4.970009, 0, 0
4.9739405, 0, 1
4.973941, 1, 1
4.973966, 1, 0
4.974048, 1, 1
4.9740745, 1, 0
4.9741565, 1, 1
4.974183, 1, 0
4.974265, 1, 1
4.974266, 0, 1
4.974292, 0, 0
4.9744015, 0, 1
4.974428, 0, 0
4.974537, 0, 1
4.97454, 1, 1
4.9745625, 1, 0
4.9746445, 1, 1
4.974646, 0, 1
4.9746715, 0, 0
4.974781, 0, 1
4.974807, 0, 0
4.9749165, 0, 1
4.9749195, 1, 1
4.974942, 1, 0
4.975024, 1, 1
4.97505, 1, 0
4.975132, 1, 1
4.9751585, 1, 0
4.9752405, 1, 1
4.9752415, 0, 1
4.975268, 0, 0
4.975377, 0, 1
4.9753795, 1, 1
4.9754025, 1, 0
4.9754845, 1, 1
4.9754855, 0, 1
4.9755115, 0, 0
4.975621, 0, 1
4.975647, 0, 0
4.9757565, 0, 1
4.9757825, 0, 0
4.975892, 0, 1
4.975918, 0, 0
4.9760275, 0, 1
4.976054, 0, 0
4.976163, 0, 1
4.9761895, 0, 0
4.9762985, 0, 1
4.976325, 0, 0
4.976434, 0, 1
4.9764605, 0, 0
4.976797, 1, 0
4.9804455, 1, 1
4.9804475, 0, 1
4.9804725, 0, 0
4.9805815, 0, 1
4.980608, 0, 0
4.9807175, 1, 1
4.980743, 1, 0
4.980825, 1, 1
4.9808515, 1, 0
4.9809335, 1, 1
4.9809595, 1, 0
4.981042, 1, 1
4.981068, 1, 0
4.98115, 1, 1
4.981152, 0, 1
4.9811775, 0, 0
4.9812865, 0, 1
4.981287, 1, 1
4.981312, 1, 0
4.981394, 1, 1
4.9813965, 0, 1
4.9814215, 0, 0
4.9815305, 0, 1
4.9815315, 1, 1
4.981556, 1, 0
4.981638, 1, 1
4.9816645, 1, 0
4.9817465, 1, 1
4.981747, 0, 1
4.981774, 0, 0
4.981883, 0, 1
4.9818855, 1, 1
4.9819085, 1, 0
4.9819905, 1, 1
4.9819915, 0, 1
4.9820175, 0, 0
4.982127, 0, 1
4.982153, 0, 0
4.9822625, 0, 1
4.982289, 0, 0
4.982398, 0, 1
4.9824245, 0, 0
4.9825335, 0, 1
4.98256, 0, 0
4.982669, 0, 1
4.9826955, 0, 0
4.9828045, 0, 1
4.982831, 0, 0
4.98294, 0, 1
4.9829665, 0, 0
4.9869535, 0, 1
4.98698, 0, 0
4.987089, 0, 1
4.9870915, 1, 1
4.9871145, 1, 0
4.9871965, 1, 1
4.987223, 1, 0
4.987305, 1, 1
4.987307, 0, 1
4.987332, 0, 0
4.9874415, 0, 1
4.987442, 1, 1
4.987467, 1, 0
4.987549, 1, 1
4.9875755, 1, 0
4.9876575, 1, 1
4.9876605, 0, 1
4.9876845, 0, 0
4.987794, 0, 1
4.98782, 0, 0
4.9879295, 0, 1
4.9879555, 0, 0
4.988065, 0, 1
4.988066, 1, 1
4.9880905, 1, 0
4.9881725, 1, 1
4.9881985, 1, 0
4.9882805, 1, 1
4.9882815, 0, 1
4.988308, 0, 0
4.988417, 0, 1
4.98842, 1, 1
4.9884425, 1, 0
4.9885245, 1, 1
4.988526, 0, 1
4.988552, 0, 0
4.988661, 0, 1
4.9886875, 0, 0
4.9887965, 0, 1
4.988823, 0, 0
4.988932, 0, 1
4.9889585, 0, 0
4.9890675, 0, 1
4.989094, 0, 0
4.989203, 0, 1
4.9892295, 0, 0
4.9893385, 0, 1
4.989365, 0, 0
4.989474, 0, 1
4.9895005, 0, 0
4.993458, 0, 1
4.9934845, 0, 0
4.9935935, 0, 1
4.99362, 0, 0
4.993729, 0, 1
4.9937555, 0, 0
4.9938645, 0, 1
4.9938665, 1, 1
4.99389, 1, 0
4.993972, 1, 1
4.993973, 0, 1
4.9939995, 0, 0
4.9941085, 0, 1
4.994135, 0, 0
4.994244, 0, 1
4.994246, 1, 1
4.9942695, 1, 0
4.9943515, 1, 1
4.994378, 1, 0
4.99446, 1, 1
4.9944865, 1, 0
4.9945685, 1, 1
4.994571, 0, 1
4.9945955, 0, 0
4.9947045, 0, 1
4.9947065, 1, 1
4.99473, 1, 0
4.994812, 1, 1
4.9948125, 0, 1
4.9948395, 0, 0
4.9949485, 0, 1
4.994951, 1, 1
4.994974, 1, 0
4.995056, 1, 1
4.995057, 0, 1
4.995083, 0, 0
4.995192, 0, 1
4.9952185, 0, 0
4.9953275, 0, 1
4.995354, 0, 0
4.995463, 0, 1
4.9954895, 0, 0
4.9955985, 0, 1
4.995625, 0, 0
4.9957345, 0, 1
4.9957605, 0, 0
4.99587, 0, 1
4.995896, 0, 0
4.9960055, 0, 1
4.9960315, 0, 0
4.9999635, 0, 1
4.999966, 1, 1
4.999989, 1, 0
5.000071, 1, 1
5.000072, 0, 1
5.000098, 0, 0
5.0002075, 0, 1
5.0002105, 1, 1
5.000233, 1, 0
5.000315, 1, 1
5.000317, 0, 1
5.000342, 0, 0
5.000451, 0, 1
5.000452, 1, 1
5.000477, 1, 0
5.000559, 1, 1
5.0005615, 0, 1
5.000586, 0, 0
5.0006955, 0, 1
5.000697, 1, 1
5.000721, 1, 0
5.000803, 1, 1
5.000806, 0, 1
5.00083, 0, 0
5.0009395, 0, 1
5.0009415, 1, 1
5.000965, 1, 0
5.001047, 1, 1
5.0010475, 0, 1
5.001074, 0, 0
5.001183, 0, 1
5.001186, 1, 1
5.0012085, 1, 0
5.001291, 1, 1
5.001292, 0, 1
5.001318, 0, 0
5.001427, 0, 1
5.0014305, 1, 1
5.0014525, 1, 0
5.001535, 1, 1
5.001537, 0, 1
5.001562, 0, 0
5.001671, 0, 1
5.0016975, 0, 0
5.0018065, 0, 1
5.001833, 0, 0
5.0019425, 0, 1
5.0019685, 0, 0
5.002078, 0, 1
5.0021045, 0, 0
5.0022135, 0, 1
5.00224, 0, 0
5.002349, 0, 1
5.0023755, 0, 0
5.0024845, 0, 1
5.002511, 0, 0
5.0027455, 1, 0
5.006469, 1, 1
5.0064955, 1, 0
5.0065775, 1, 1
5.006604, 1, 0
5.006686, 1, 1
5.0067125, 1, 0
5.0067945, 1, 1
5.0068205, 1, 0
5.0069025, 1, 1
5.006929, 1, 0
5.007011, 1, 1
5.007012, 0, 1
5.0070385, 0, 0
5.0071475, 0, 1
5.0071505, 1, 1
5.007173, 1, 0
5.007255, 1, 1
5.0072815, 1, 0
5.0073635, 1, 1
5.007366, 0, 1
5.0073905, 0, 0
5.0074995, 0, 1
5.007526, 0, 0
5.007635, 0, 1
5.007636, 1, 1
5.0076605, 1, 0
5.0077425, 1, 1
5.0077455, 0, 1
5.00777, 0, 0
5.007879, 0, 1
5.0078805, 1, 1
5.0079045, 1, 0
5.0079865, 1, 1
5.007987, 0, 1
5.0080135, 0, 0
5.008123, 0, 1
5.008149, 0, 0
5.0082585, 0, 1
5.0082845, 0, 0
5.008394, 0, 1
5.00842, 0, 0
5.0085295, 0, 1
5.0085555, 0, 0
5.008665, 0, 1
5.008691, 0, 0
5.0088005, 0, 1
5.0088265, 0, 0
5.008936, 0, 1
5.008962, 0, 0
5.009337, 1, 0
5.012974, 1, 1
5.012976, 0, 1
5.013001, 0, 0
5.01311, 0, 1
5.0131365, 0, 0
5.0132455, 0, 1
5.013272, 0, 0
5.013381, 0, 1
5.0133845, 1, 1
5.013407, 1, 0
5.013489, 1, 1
5.0134905, 0, 1
5.013516, 0, 0
5.013625, 0, 1
5.013626, 1, 1
5.0136505, 1, 0
5.0137325, 1, 1
5.013759, 1, 0
5.013841, 1, 1
5.0138415, 0, 1
5.0138685, 0, 0
5.0139775, 0, 1
5.014004, 0, 0
5.014113, 0, 1
5.0141395, 0, 0
5.0142485, 0, 1
5.01425, 1, 1
5.014274, 1, 0
5.014356, 1, 1
5.0143595, 0, 1
5.014383, 0, 0
5.0144925, 0, 1
5.0144945, 1, 1
5.014518, 1, 0
5.0146, 1, 1
5.0146005, 0, 1
5.014627, 0, 0
5.014736, 0, 1
5.0147625, 0, 0
5.0148715, 0, 1
5.014898, 0, 0
5.015007, 0, 1
5.0150335, 0, 0
5.0151425, 0, 1
5.015169, 0, 0
5.015278, 0, 1
5.0153045, 0, 0
5.0154135, 0, 1
5.01544, 0, 0
5.0155495, 0, 1
5.0155755, 0, 0
